,word,sentid,sentpos,wlen,surp,entropy,entred,RT
2355,"why,",28,23,4,18.284029006958008,6.836287021636963,2.7518129348754883,332.120879120879
2356,as,14,13,2,3.9799730777740483,7.1363844871521,0.0,340.4000000000001
2357,lights,14,14,6,19.604393005371094,6.925241947174072,0.21114253997802732,363.32967032967
2358,shone,14,15,5,6.720942974090576,7.017080783843994,0.0,359.6888888888889
2359,from,14,16,4,4.8594398498535165,7.676920413970947,0.0,342.62637362637406
2360,every,14,17,5,11.660341262817385,6.158671855926514,1.5182485580444336,345.2197802197799
2361,"window,",28,37,7,11.864302396774292,15.6807861328125,2.1192913055419917,326.604395604396
2362,and,14,20,3,4.301187038421632,7.451017379760742,0.0,321.703296703297
2363,the,14,21,3,3.12786078453064,8.609491348266603,0.0,344.80000000000007
2364,savory,14,22,5,4.174973964691162,10.481267929077148,0.0,342.417582417582
2365,smell,14,23,5,16.669509887695312,8.055685997009277,2.425581932067871,340.01098901098896
2366,of,14,24,2,1.7837159633636477,5.729381561279298,2.3263044357299805,325.56043956044
2367,roast,14,25,5,4.03784704208374,7.528755187988281,0.0,322.63736263736297
2368,goose,14,26,5,4.324946880340576,7.0170955657958975,0.5116596221923828,316.5714285714289
2369,crept,14,27,5,4.4131202697753915,6.438392162322997,0.5787034034729004,338.505494505494
2370,out,14,28,3,11.956480979919435,6.19352388381958,0.244868278503418,351.92307692307713
2371,on,14,29,2,6.823385715484619,5.006483554840088,1.1870403289794922,339.47777777777804
2372,the,14,30,3,1.1734485626220703,5.544124126434326,0.0,319.6222222222219
2373,"streets,",28,63,8,10.995689868927002,13.85720443725586,5.770278930664063,311.45054945054915
2374,she,14,33,3,5.544478416442871,6.889491558074951,0.0,329.0
2375,was,14,34,3,2.1818268299102783,7.1371521949768075,0.0,320.3516483516479
2376,outside,14,35,7,14.511865615844727,8.876325607299805,0.0,319.73333333333306
2377,all,14,36,3,9.478116989135742,5.336860179901123,3.5394654273986816,324.011111111111
2378,alone.,28,75,6,13.68379259109497,9.221214056015015,1.5969364643096924,349.37362637362594
2379,"Exhausted,",30,1,6,6.446700811386108,13.111095428466797,0.0,342.933333333333
2380,she,15,2,3,11.89152717590332,7.806063652038574,0.0,400.26373626373584
2381,finally,15,3,7,10.879661560058594,7.159858703613281,0.646204948425293,340.142857142857
2382,sat,15,4,3,10.040250778198242,9.038714408874512,0.0,327.744444444444
2383,down,15,5,4,5.516289710998535,5.1573405265808105,3.881373882293701,318.17582417582395
2384,in,15,6,2,3.593058586120605,5.652404308319093,0.0,318.24175824175796
2385,a,15,7,1,3.19315242767334,5.87554931640625,0.0,317.16666666666697
2386,corner,15,8,6,11.88282299041748,9.992449760437012,0.0,316.17582417582395
2387,behind,15,9,6,9.80801486968994,3.7344229221344,6.258026838302612,311.879120879121
2388,the,15,10,3,1.1267340183258057,5.260881423950195,0.0,331.8901098901101
2389,little,15,11,6,13.585416793823242,10.117161750793457,0.0,313.1098901098899
2390,bakery.,30,25,7,19.915760040283203,13.663285255432129,5.048291206359863,315.912087912088
2391,She,16,0,3,11.37324047088623,6.40224552154541,0.0,375.693181818182
2392,put,16,1,3,10.285881042480467,6.7945308685302725,0.0,356.5333333333329
2393,a,16,2,1,2.968755006790161,6.340264320373535,0.4542665481567383,308.511111111111
2394,rag,16,3,5,3.5370295047760014,10.140425682067873,0.0,327.433333333333
2395,she,16,4,3,12.194978713989258,8.23713493347168,1.9032907485961916,347.30000000000007
2396,had,16,5,3,3.3288631439208984,7.760951042175293,0.4761838912963867,372.633333333333
2397,found,16,6,5,7.346694469451903,8.333392143249513,0.0,327.4000000000001
2398,over,16,7,4,8.41200065612793,6.466949462890625,1.8664426803588867,344.988888888889
2399,her,16,8,3,6.790247917175293,6.4319090843200675,0.03504037857055664,327.395604395604
2400,legs,16,9,4,11.661863327026367,9.066313743591307,0.0,337.54945054945085
2401,to,16,10,2,4.005932807922363,5.237884998321533,3.828428745269776,345.91208791208794
2402,cover,16,11,5,9.72042465209961,8.049593925476074,0.0,320.725274725275
2403,"herself,",32,25,8,12.893655061721802,10.684699535369873,3.1730999946594243,358.61111111111086
2404,but,16,14,3,2.6681857109069824,5.6420326232910165,0.0,343.59340659340694
2405,she,16,15,3,5.445215702056885,7.21152400970459,0.0,351.87912087912093
2406,could,16,16,5,6.000714302062987,6.806282043457031,0.4052419662475586,315.02222222222196
2407,not,16,17,3,1.7747137546539309,6.559256076812744,0.2470259666442871,314.967032967033
2408,keep,16,18,4,8.88172435760498,8.130236625671388,0.0,336.322222222222
2409,off,16,19,3,6.916491508483888,5.3523125648498535,2.777924060821533,375.35869565217405
2410,the,16,20,3,2.114638090133667,6.034453868865968,0.0,324.1318681318679
2411,cold.,32,43,5,16.900761604309082,19.943073272705078,0.8645839691162109,339.472527472527
2412,The,17,0,3,2.774135112762451,6.40224552154541,0.0,394.516853932584
2413,"girl,",34,3,5,17.240962266921997,16.81235122680664,3.0848464965820312,357.40449438202194
2414,who,17,3,3,1.98931086063385,7.051658630371094,0.0,357.28409090909105
2415,the,17,4,3,8.278410911560059,6.680926322937013,0.370732307434082,331.4285714285711
2416,night,17,5,5,13.012458801269533,9.501809120178224,0.0,366.7582417582421
2417,air,17,6,3,17.649682998657227,5.8079681396484375,3.693840980529785,375.2888888888891
2418,had,17,7,3,6.5196146965026855,8.161002159118652,0.0,331.07777777777795
2419,completely,17,8,10,10.280195236206056,6.766772747039795,1.3942294120788574,345.604395604396
2420,"enveloped,",34,19,10,22.972870826721188,13.66567039489746,5.549217224121094,394.4285714285711
2421,dared,17,11,5,5.8138389587402335,5.543395519256592,0.0,423.9230769230771
2422,not,17,12,3,11.23070240020752,6.037871837615968,0.0,406.36263736263714
2423,go,17,13,2,14.20439624786377,8.549736976623535,0.0,351.384615384615
2424,"home,",34,29,5,12.304245233535768,9.767629146575928,4.132882118225098,326.505494505494
2425,for,17,16,3,7.429789543151855,5.380732536315918,0.0,369.527472527473
2426,she,17,17,3,13.03619384765625,6.600129127502441,0.0,338.322222222222
2427,had,17,18,3,3.896334409713745,7.480667114257812,0.0,338.945054945055
2428,sold,17,19,4,8.800615310668945,7.733259201049805,0.0,329.15384615384613
2429,no,17,20,2,8.072697639465332,6.883078575134277,0.8501806259155273,325.54945054945085
2430,matches.,34,43,8,18.078587889671326,14.020929336547852,4.528810501098633,407.7692307692311
2431,Her,18,0,3,10.17495059967041,6.40224552154541,0.0,423.35164835164795
2432,father,18,1,6,5.9778199195861825,9.632569313049316,0.0,358.83516483516496
2433,had,18,2,3,6.5662617683410645,5.1138954162597665,4.518673896789551,331.9000000000001
2434,been,18,3,4,2.914855480194092,7.881659507751465,0.0,325.120879120879
2435,mean,18,4,4,19.271604537963867,9.404970169067383,0.0,333.3516483516479
2436,and,18,5,3,5.37828254699707,6.0502567291259775,3.3547134399414062,345.90109890109903
2437,moody,18,6,5,18.762908935546875,9.00452995300293,0.0,343.87912087912093
2438,ever,18,7,4,13.821730613708494,7.210850238800049,1.7936797142028809,362.0879120879121
2439,since,18,8,5,9.68656063079834,9.339287757873537,0.0,325.120879120879
2440,his,18,9,3,5.1062541007995605,7.057005405426025,2.2822823524475098,319.879120879121
2441,wife,18,10,4,7.6157798767089835,8.106314659118652,0.0,320.04395604395586
2442,had,18,11,3,5.700044631958008,6.16356086730957,1.9427537918090818,338.90109890109903
2443,gone,18,12,4,7.581845760345459,8.265328407287598,0.0,345.0
2444,to,18,13,2,1.9928674697875977,5.842824459075928,2.42250394821167,326.263736263736
2445,meet,18,14,4,10.752862930297852,7.871437549591064,0.0,329.505494505494
2446,her,18,15,3,4.830197334289551,5.945858955383301,1.925578594207764,343.23333333333306
2447,Maker.,36,33,6,23.91005575656891,12.209822177886963,3.771996974945069,413.97777777777804
2448,He,19,0,2,8.081603050231934,6.40224552154541,0.0,533.945054945055
2449,would,19,1,5,7.335979461669923,7.086451530456543,0.0,409.988888888889
2450,certainly,19,2,9,10.33349323272705,6.485775947570801,0.6006755828857422,400.2197802197798
2451,beat,19,3,4,12.648275375366213,6.504664421081543,0.0,362.835164835165
2452,"her,",38,9,4,12.356051921844482,14.310374736785889,0.4895520210266113,332.736263736264
2453,as,19,6,2,5.489051818847656,5.781095504760742,2.514166831970215,340.134831460674
2454,he,19,7,2,2.7968451976776123,6.0931596755981445,0.0,337.3777777777781
2455,has,19,8,3,7.351921081542969,6.717062950134277,0.0,314.988888888889
2456,done,19,9,4,7.94926643371582,7.9990782737731925,0.0,328.19101123595505
2457,several,19,10,7,7.701974868774414,7.1895833015441895,0.8094949722290039,367.488888888889
2458,times,19,11,5,1.4773364067077637,6.576676368713379,0.6129069328308105,347.443181818182
2459,in,19,12,2,3.1468875408172607,5.884056091308594,0.6926202774047852,317.280898876404
2460,the,19,13,3,1.2871278524398804,5.81195068359375,0.07210540771484375,309.11111111111086
2461,weeks,19,14,5,10.396780967712402,9.764538764953613,0.0,326.582417582418
2462,"past,",38,31,5,20.400566577911377,10.669873714447021,5.433372020721436,367.582417582418
2463,because,19,17,7,8.097903251647951,6.6940131187438965,0.0,358.655555555556
2464,she,19,18,3,4.583075046539307,4.9750404357910165,1.7189726829528809,346.94444444444395
2465,had,19,19,3,3.8196630477905273,6.062312126159668,0.0,328.933333333333
2466,not,19,20,3,4.245219707489014,8.073361396789549,0.0,314.945054945055
2467,earned,19,21,6,10.992889404296877,7.430374145507812,0.6429872512817383,313.58888888888896
2468,any,19,22,3,6.2212562561035165,6.091651439666747,1.3387227058410645,331.96666666666704
2469,money,19,23,5,7.331727504730225,10.055038452148438,0.0,310.417582417582
2470,today.,38,49,6,16.468046188354492,8.606804847717285,6.261738300323487,326.3076923076919
2471,"Besides,",40,1,8,23.17215347290039,12.00418758392334,0.8003034591674805,427.777777777778
2472,it,20,2,2,4.40526008605957,7.52619743347168,0.0,337.93406593406604
2473,was,20,3,3,1.5944305658340454,4.5221476554870605,3.0040497779846187,321.88764044943804
2474,almost,20,4,6,10.127230644226074,8.484189987182617,0.0,300.09890109890097
2475,as,20,5,2,6.6074538230896,8.661055564880371,0.0,295.95604395604414
2476,cold,20,6,4,12.185543060302734,6.817850112915039,1.8432054519653318,297.54945054945085
2477,at,20,7,2,6.583526134490968,4.646568775177002,2.1712813377380367,321.63736263736297
2478,home,20,8,4,7.775107383728027,4.428954124450684,0.2176146507263184,331.967032967033
2479,as,20,9,2,5.919535636901856,4.184046745300293,0.24490737915039065,319.80000000000007
2480,"outside,",40,21,8,18.58641052246094,10.623932361602783,1.0929017066955566,322.032967032967
2481,for,20,12,3,6.571674346923827,5.882003307342528,0.0,350.933333333333
2482,they,20,13,4,12.43684196472168,6.154579639434815,0.0,316.75824175824204
2483,had,20,14,3,3.631476879119873,8.196506500244139,0.0,317.4285714285711
2484,only,20,15,4,8.172381401062013,7.334439754486084,0.8620667457580566,297.1098901098899
2485,a,20,16,1,4.320011615753174,7.241043567657472,0.09339618682861328,305.582417582418
2486,patchy,20,17,5,4.441343307495117,9.852031707763672,0.0,311.516483516484
2487,roof,20,18,4,12.78348159790039,7.81437349319458,2.037658214569092,333.3076923076919
2488,to,20,19,2,4.915943622589111,4.781220436096191,3.0331530570983887,326.8901098901101
2489,cover,20,20,5,10.089954376220703,7.864317893981934,0.0,334.155555555556
2490,them.,40,43,5,7.859484672546386,10.776269912719727,2.950078010559082,311.6888888888889
2491,The,21,0,3,2.774135112762451,6.40224552154541,0.0,342.505494505494
2492,girl's,42,3,6,16.65395951271057,16.81235122680664,3.0848464965820312,332.677777777778
2493,little,21,3,6,13.49384593963623,10.015335083007812,0.0,335.0
2494,hands,21,4,5,10.325970649719238,10.710405349731444,0.0,342.28571428571394
2495,were,21,5,4,5.39518928527832,6.88495397567749,3.825451374053955,322.932584269663
2496,almost,21,6,6,10.297403335571287,9.495899200439453,0.0,318.417582417582
2497,frozen,21,7,6,14.113892555236815,9.303513526916504,0.1923856735229492,352.11235955056196
2498,solid,21,8,5,23.26706314086914,3.5555672645568848,5.747946262359619,327.348314606742
2499,so,21,9,2,10.954514503479004,3.951982021331787,0.0,318.258426966292
2500,she,21,10,3,7.4440059661865225,5.9288692474365225,0.0,327.395604395604
2501,decided,21,11,7,8.881061553955078,6.44973611831665,0.0,329.03333333333296
2502,that,21,12,4,3.5210022926330566,2.2094042301177983,4.2403318881988525,334.4615384615381
2503,a,21,13,1,5.629305839538574,5.480910778045653,0.0,308.2197802197799
2504,burning,21,14,7,12.015764236450195,10.250947952270508,0.0,327.94444444444395
2505,match,21,15,5,11.43481731414795,9.890729904174805,0.3602180480957031,354.05494505494505
2506,might,21,16,5,6.2940354347229,4.985823631286621,4.904906272888184,385.9890109890111
2507,be,21,17,2,0.900912582874298,4.200732707977295,0.7850909233093262,326.57777777777795
2508,of,21,18,2,7.793272972106934,9.494282722473145,0.0,317.95604395604414
2509,some,21,19,4,8.789952278137207,8.12981128692627,1.364471435546875,345.44444444444395
2510,good.,42,41,5,12.69701623916626,17.728721618652344,0.3501396179199219,357.615384615385
2511,'Scratch!',66,3,7,23.74552893638611,13.182936146855354,6.637009188532829,421.31111111111113
2512,sounded,23,0,7,22.74993324279785,6.40224552154541,0.0,480.011111111111
2513,the,23,1,3,3.5417597293853764,7.748916149139403,0.0,411.95505617977494
2514,match,23,2,5,11.980380058288574,9.111315727233887,0.0,369.077777777778
2515,as,23,3,2,6.479382991790772,5.682186603546143,3.4291291236877437,336.67415730337103
2516,she,23,4,3,8.953767776489258,5.543007850646973,0.13917875289916992,345.032967032967
2517,drew,23,5,4,11.54123306274414,7.340156078338622,0.0,329.80000000000007
2518,it,23,6,2,6.233798503875732,6.574265003204347,0.7658910751342773,327.37362637362594
2519,out.,46,15,4,9.87939190864563,8.782602310180664,2.8647141456604004,313.822222222222
2520,How,24,0,3,13.553170204162598,6.40224552154541,0.0,367.11111111111086
2521,it,24,1,2,4.764893531799316,6.970600605010986,0.0,346.2197802197799
2522,sputtered,24,2,5,7.748364448547362,4.610483646392822,2.360116958618164,371.29670329670313
2523,as,24,3,2,6.758006095886231,6.2234435081481925,0.0,345.20879120879096
2524,it,24,4,2,5.398524284362793,5.393164157867432,0.8302793502807617,326.879120879121
2525,burnt!,48,11,6,27.02151393890381,12.491170406341553,1.0071225166320799,340.417582417582
2526,It,25,0,2,7.448396682739258,6.40224552154541,0.0,348.166666666667
2527,gave,25,1,4,10.68692398071289,3.4118902683258057,2.9903552532196045,369.75824175824215
2528,a,25,2,1,2.6475598812103267,6.09304141998291,0.0,323.71428571428606
2529,"warm,",50,7,5,18.92879867553711,19.269678115844727,0.5075511932373047,327.527472527473
2530,candle-like,25,5,5,3.1455366611480717,9.676520347595217,0.0,381.3076923076921
2531,bright,25,6,6,16.85008430480957,8.794794082641603,0.8817262649536133,389.0333333333329
2532,light,25,7,5,7.834225177764893,9.674683570861816,0.0,344.40659340659306
2533,that,25,8,4,5.7382450103759775,7.661652565002441,2.013031005859375,344.8111111111111
2534,the,25,9,3,4.978432655334473,6.722495079040527,0.939157485961914,317.98901098901104
2535,girl,25,10,4,13.809574127197266,10.80737590789795,0.0,328.50561797752795
2536,hid,25,11,3,15.892403602600098,6.6736507415771475,4.133725166320802,292.488888888889
2537,from,25,12,4,7.00814151763916,5.743998050689697,0.9296526908874512,340.21111111111094
2538,the,25,13,3,1.1517775058746338,5.236243724822998,0.5077543258666992,309.03333333333296
2539,world,25,14,5,8.517751693725586,10.367880821228027,0.0,309.23595505618005
2540,as,25,15,2,6.889012813568115,4.65544319152832,5.712437629699707,327.22222222222206
2541,she,25,16,3,5.157194137573242,5.408865451812744,0.0,344.07777777777795
2542,held,25,17,4,9.78761386871338,6.789054870605469,0.0,330.539325842697
2543,her,25,18,3,5.072338104248047,5.386963844299316,1.4020910263061523,305.1222222222219
2544,hand,25,19,4,6.010355949401856,8.520928382873535,0.0,331.744444444444
2545,over,25,20,4,8.16903018951416,4.951574325561523,3.569354057312012,299.53333333333296
2546,it.,50,43,3,7.026984214782715,8.358686447143555,2.3790416717529297,321.59340659340694
2547,Why,26,0,3,14.192784309387207,6.40224552154541,0.0,317.155555555556
2548,had,26,1,3,7.82291841506958,8.395553588867188,0.0,327.296703296703
2549,no,26,2,2,5.419421195983887,6.076936721801758,2.3186168670654297,313.5999999999999
2550,one,26,3,3,7.557384014129639,9.563815116882324,0.0,314.3516483516479
2551,wanted,26,4,6,14.177385330200195,6.316204071044923,3.2476110458374023,340.24175824175796
2552,to,26,5,2,0.7714357376098633,4.019296646118163,2.2969074249267583,339.15384615384613
2553,buy,26,6,3,9.401068687438963,8.013321876525879,0.0,299.395604395604
2554,even,26,7,4,9.92778778076172,6.07880163192749,1.934520244598389,300.04395604395586
2555,one,26,8,3,7.394956588745117,6.764127254486084,0.0,309.527472527473
2556,match?,52,19,6,22.373251914978027,11.444138050079346,2.071549415588379,317.25274725274704
2557,A,27,0,1,5.694004535675049,6.40224552154541,0.0,330.75280898876406
2558,wonderful,27,1,9,14.58087921142578,9.845290184020996,0.0,325.82417582417605
2559,"light,",54,5,6,12.40321207046509,16.268561840057373,4.17680025100708,337.9000000000001
2560,it,27,4,2,6.048039436340332,8.0089111328125,0.0,352.94505494505495
2561,was,27,5,3,1.459252119064331,4.613389492034912,3.395521640777588,343.344444444444
2562,really.,54,13,7,18.149240970611572,17.78366756439209,0.0,365.45652173913
2563,It,28,0,2,7.448396682739258,6.40224552154541,0.0,346.62637362637406
2564,seemed,28,1,6,11.33851718902588,3.4118902683258057,2.9903552532196045,362.3846153846151
2565,to,28,2,2,1.308178424835205,4.797116756439209,0.0,334.8777777777781
2566,the,28,3,3,8.883292198181152,2.815792798995972,1.9813239574432373,334.66666666666697
2567,girl,28,4,4,15.512661933898926,10.040047645568848,0.0,348.2857142857141
2568,that,28,5,4,3.835140228271485,6.072001457214356,3.9680461883544917,340.8131868131869
2569,she,28,6,3,5.639914989471436,7.920309543609619,0.0,288.68478260869597
2570,was,28,7,3,2.3843207359313965,6.444847106933594,1.4754624366760254,319.41304347826093
2571,sitting,28,8,7,10.909079551696776,8.824198722839355,0.0,300.032608695652
2572,by,28,9,2,6.770615577697754,4.399783134460449,4.424415588378906,306.8260869565219
2573,a,28,10,1,3.1434602737426762,6.8879714012146,0.0,309.18478260869597
2574,large,28,11,5,6.858617305755615,10.085269927978516,0.0,317.2934782608701
2575,iron,28,12,4,12.276131629943848,9.753150939941406,0.3321189880371094,311.64130434782595
2576,"stove,",56,27,6,14.404226303100588,14.055716514587402,5.790879249572754,319.25
2577,with,28,15,4,4.574121952056885,6.257702827453612,0.0,368.760869565217
2578,polished,28,16,8,16.464958190917972,5.656747341156006,0.6009554862976074,371.65934065934096
2579,brass,28,17,5,12.461867332458494,9.430243492126463,0.0,350.857142857143
2580,feet,28,18,4,11.793810844421387,8.855339050292969,0.5749044418334961,335.83695652173907
2581,and,28,19,3,2.510448694229126,4.857377529144287,3.9979615211486816,363.85869565217405
2582,a,28,20,1,2.753251075744629,8.455946922302246,0.0,333.43478260869597
2583,brass,28,21,5,12.624545097351074,9.839507102966307,0.0,318.60869565217405
2584,ornament.,56,45,9,14.675287783145905,12.379240512847899,6.888755321502685,390.39130434782595
2585,How,29,0,3,13.553170204162598,6.40224552154541,0.0,378.303370786517
2586,the,29,1,3,3.0284671783447266,6.970600605010986,0.0,340.83333333333303
2587,fire,29,2,4,13.103320121765135,10.501043319702148,0.0,329.82417582417605
2588,burned!,58,7,7,30.572262763977047,13.911204814910889,4.067684173583984,356.93406593406604
2589,The,30,0,3,2.774135112762451,6.40224552154541,0.0,370.2111111111109
2590,girl,30,1,4,13.785167694091795,9.948598861694336,0.0,367.19780219780193
2591,was,30,2,3,3.754701852798462,6.863752365112305,3.0848464965820312,317.2183908045982
2592,pleased,30,3,7,11.304104804992676,9.087024688720703,0.0,344.168539325843
2593,and,30,4,3,7.096401691436768,2.0397202968597408,7.047304391860963,327.3820224719101
2594,the,30,5,3,5.431499481201172,9.328665733337402,0.0,323.488888888889
2595,fire,30,6,4,12.544979095458984,10.387290000915527,0.0,341.21348314606706
2596,actually,30,7,8,11.929713249206545,7.443184852600098,2.9441051483154297,307.08888888888896
2597,seemed,30,8,6,8.757055282592772,8.747172355651855,0.0,356.089887640449
2598,so,30,9,2,7.679570198059082,4.54996395111084,4.1972084045410165,333.855555555556
2599,warm,30,10,4,12.184266090393065,7.831857204437256,0.0,318.4269662921351
2600,that,30,11,4,5.239708423614502,4.345951557159424,3.485905647277832,308.8351648351649
2601,the,30,12,3,2.1757688522338867,5.634047031402588,0.0,323.41111111111104
2602,child,30,13,5,9.71395206451416,10.8010835647583,0.0,316.516483516484
2603,stretched,30,14,9,14.697314262390135,5.741452693939209,5.059630870819092,339.71111111111094
2604,out,30,15,3,4.965580463409424,5.929622173309326,0.0,349.3111111111111
2605,her,30,16,3,9.62513828277588,4.7846999168396,1.1449222564697266,357.5
2606,feet,30,17,4,7.366509437561035,9.41239070892334,0.0,327.69999999999993
2607,as,30,18,2,7.5504207611083975,4.914548397064209,4.497842311859131,344.91208791208794
2608,if,30,19,2,9.345020294189453,5.563253402709961,0.0,318.62637362637406
2609,to,30,20,2,7.981083393096924,5.45489501953125,0.10835838317871094,342.857142857143
2610,warm,30,21,4,13.910211563110352,8.706086158752441,0.0,309.1318681318679
2611,"them,",60,45,5,10.677545547485352,10.59731149673462,4.1940765380859375,304.296703296703
2612,when,30,24,4,7.018471717834473,6.0202250480651855,0.0,342.65934065934107
2613,suddenly,30,25,8,11.823265075683596,6.53019380569458,0.0,343.274725274725
2614,the,30,26,3,4.068116188049316,7.9865074157714835,0.0,330.8901098901101
2615,flame,30,27,5,12.566397666931152,10.666459083557127,0.0,320.54945054945085
2616,of,30,28,2,5.096470355987549,7.2811317443847665,3.3853273391723637,314.5384615384619
2617,the,30,29,3,0.9040302038192748,4.683260440826416,2.5978713035583496,310.25274725274704
2618,match,30,30,5,12.735797882080078,10.07110595703125,0.0,319.79120879120904
2619,went,30,31,4,7.458625793457031,6.6175904273986825,3.4535155296325684,309.54444444444397
2620,out.,60,65,4,5.547501206398009,9.858097553253174,2.492300510406494,314.97802197802196
2621,It,31,0,2,7.448396682739258,6.40224552154541,0.0,334.32967032967
2622,was,31,1,3,1.296560764312744,3.4118902683258057,2.9903552532196045,317.79120879120904
2623,a,31,2,1,3.4481902122497563,7.830411434173584,0.0,294.1318681318679
2624,"short,",62,7,6,11.941081523895264,16.595518589019775,3.1653037071228027,316.703296703297
2625,stubby,31,5,5,4.174269199371338,8.870777130126953,0.0,354.8131868131869
2626,match,31,6,5,12.569414138793945,7.790962696075439,1.0798144340515137,341.25274725274704
2627,that,31,7,4,4.579976558685303,5.304337978363037,2.4866247177124023,330.84615384615387
2628,the,31,8,3,5.3776140213012695,6.893771171569824,0.0,321.88888888888914
2629,little,31,9,6,13.13548183441162,10.331671714782717,0.0,320.967032967033
2630,girl,31,10,4,15.681174278259276,9.844454765319824,0.4872169494628906,304.36666666666696
2631,next,31,11,4,17.836214065551758,6.02509069442749,3.819364070892334,301.98901098901104
2632,rubbed,31,12,6,21.705989837646484,5.8087730407714835,0.21631765365600586,338.494505494506
2633,on,31,13,2,4.795202255249023,4.988235950469972,0.8205370903015137,332.8681318681321
2634,the,31,14,3,1.2928500175476074,5.613070487976074,0.0,340.527472527473
2635,wall.,62,31,5,11.054029941558838,15.420486450195312,4.817174911499023,336.31868131868106
2636,It,32,0,2,7.448396682739258,6.40224552154541,0.0,379.23333333333295
2637,burst,32,1,5,18.987424850463867,3.4118902683258057,2.9903552532196045,350.67032967033
2638,into,32,2,4,3.85909104347229,5.91987943649292,0.0,329.80219780219795
2639,a,32,3,1,1.7764170169830322,5.245461940765381,0.6744174957275391,339.45054945054915
2640,"flame,",64,9,6,20.027637481689453,16.280449390411377,3.791123867034912,333.066666666667
2641,and,32,6,3,2.799206256866455,7.274474143981934,0.0,350.4835164835159
2642,lo,32,7,5,4.603953361511231,7.685943126678468,0.0,321.71428571428606
2643,and,32,8,3,5.663841247558594,6.854929924011231,0.8310132026672363,367.02222222222196
2644,"behold,",64,19,6,5.394354343414307,16.133976459503174,1.0873160362243652,327.1868131868131
2645,the,32,11,3,3.760053873062134,7.33439826965332,0.188931941986084,308.63736263736297
2646,girl,32,12,4,11.66481113433838,9.80965805053711,0.0,306.77777777777794
2647,was,32,13,3,4.985543251037598,7.620176792144775,2.189481258392334,306.45054945054915
2648,transported,32,14,11,10.07399845123291,9.40084457397461,0.0,327.92307692307713
2649,from,32,15,4,4.272877216339111,4.797200679779053,4.603643894195557,347.6923076923081
2650,her,32,16,3,7.169601917266847,5.869083881378174,0.0,322.725274725275
2651,dank,32,17,5,5.663919925689697,8.486433982849121,0.0,325.5714285714289
2652,city,32,18,4,13.063284873962402,5.6621928215026855,2.8242411613464355,371.472527472527
2653,to,32,19,2,3.640457153320313,4.760043144226074,0.9021496772766112,346.6923076923081
2654,a,32,20,1,4.8965797424316415,8.574922561645508,0.0,306.71111111111094
2655,"beautiful,",64,43,10,17.55629301071167,20.380748748779297,0.3289775848388672,318.054945054945
2656,sunny,32,23,5,14.448081970214846,8.597420692443848,1.4284648895263672,308.95604395604414
2657,forest.,64,49,7,13.761707305908205,14.616343021392822,3.2880873680114746,352.19780219780205
2658,She,33,0,3,11.37324047088623,6.40224552154541,0.0,354.2222222222221
2659,heard,33,1,5,13.110836029052734,6.7945308685302725,0.0,349.4835164835159
2660,the,33,2,3,2.0814690589904785,5.89467716217041,0.8998537063598633,330.68131868131894
2661,birds,33,3,5,14.563252449035645,10.374351501464844,0.0,320.09890109890097
2662,chirping,33,4,5,6.300774097442628,6.139486789703369,4.2348647117614755,328.62637362637406
2663,and,33,5,3,3.6840431690216064,6.309093952178955,0.0,303.505494505494
2664,she,33,6,3,11.117176055908203,8.511645317077638,0.0,322.47777777777804
2665,was,33,7,3,2.833543539047241,8.063633918762207,0.4480113983154297,294.47777777777804
2666,surrounded,33,8,10,9.517010688781738,9.256340980529783,0.0,285.65934065934107
2667,by,33,9,2,0.17172396183013916,0.9033711552619934,8.352969825267794,304.71428571428606
2668,wildflowers,33,10,5,2.8589720726013184,7.1946353912353525,0.0,331.0
2669,and,33,11,3,3.0317349433898926,5.6584229469299325,1.53621244430542,335.86666666666696
2670,birches,33,12,5,1.1590101718902588,6.811782836914063,0.0,313.736263736264
2671,as,33,13,2,6.9929728507995605,5.363476276397705,1.4483065605163574,335.494505494506
2672,white,33,14,5,14.120953559875488,5.757846355438232,0.0,320.14606741573004
2673,as,33,15,2,3.4922797679901123,6.6527485847473145,0.0,331.527472527473
2674,snow.,66,33,5,16.98055112361908,12.651535511016846,0.8936514854431152,344.06593406593396
2675,A,34,0,1,5.694004535675049,6.40224552154541,0.0,334.04395604395586
2676,little,34,1,6,9.050253868103027,9.845290184020996,0.0,318.94444444444395
2677,squirrel,34,2,5,3.730413675308228,8.492441177368164,1.352849006652832,290.066666666667
2678,hid,34,3,3,18.27472305297852,7.035212516784668,1.4572286605834959,328.31868131868106
2679,some,34,4,4,8.052899360656737,6.9455742835998535,0.08963823318481445,304.91111111111104
2680,food,34,5,4,13.517513275146484,8.258090972900389,0.0,327.155555555556
2681,in,34,6,2,4.0059728622436515,5.434317588806152,2.8237733840942383,336.067415730337
2682,the,34,7,3,0.9769206047058104,5.149739265441895,0.2845783233642578,304.24175824175796
2683,ground,34,8,6,9.465423583984377,9.564501762390137,0.0,323.527472527473
2684,and,34,9,3,4.15305757522583,4.897216320037842,4.667285442352295,312.263736263736
2685,scurried,34,10,5,5.134239196777344,8.81930923461914,0.0,335.527472527473
2686,off,34,11,3,7.790895462036133,6.745854377746582,2.0734548568725586,313.945054945055
2687,into,34,12,4,7.6887664794921875,5.640896320343018,1.1049580574035645,307.01098901098896
